Ranking,Title,Type,Japanese,Aired,Episodes,Duration,Score,Source,Genres,Themes,Licensors,Producers,Rating,Status,Studios,Members
5198,Code:Breaker OVA,OVA,CØDE:BREAKER,"Dec 17, 2012 to Apr 17, 2013",3,27 min. per ep.,6.72,Manga,"ActionAction,ComedyComedy,SupernaturalSupernatural,EcchiEcchi","SchoolSchool,Super PowerSuper Power",add some,"None found,add some",R - 17+ (violence & profanity),Finished Airing,Kinema Citrus,"31,110"
5199,Doraemon Movie 41: Nobita no Little Star Wars,Movie,映画ドラえもん のび太の宇宙小戦争（リトルスターウォーズ） 2021,4-Mar-22,1,Unknown,6.72,Manga,"AdventureAdventure,ComedyComedy,Sci-FiSci-Fi",SpaceSpace,add some,"None found,add some",PG - Children,Finished Airing,Shin-Ei Animation,"1,724"
5200,Full Moon wo Sagashite: Kawaii Kawaii Daibouken,Special,かわいい かわいい 大冒険,1-Nov-02,1,10 min.,6.72,Manga,"ComedyComedy,FantasyFantasy,SupernaturalSupernatural",None,VIZ Media,Nihon Ad Systems,G - All Ages,Finished Airing,Studio Deen,"9,378"
5201,Future Card Buddyfight,TV,フューチャーカード バディファイト,"Jan 4, 2014 to Apr 4, 2015",64,24 min. per ep.,6.72,Card game,None,Strategy GameStrategy Game,add some,Bushiroad,PG - Children,Finished Airing,Xebec,"9,737"
5202,Grimm Douwa: Kin no Tori,Movie,グリム童話 金の鳥,14-Mar-87,1,52 min.,6.72,Other,"AdventureAdventure,FantasyFantasy",None,add some,"None found,add some",G - All Ages,Finished Airing,Madhouse,"1,768"
5203,Hand Maid May: Akiramemasen,Special,HAND MAID メイ「あきらめません」,21-Feb-01,1,28 min.,6.72,Unknown,"ComedyComedy,RomanceRomance,Sci-FiSci-Fi,EcchiEcchi",HaremHarem,add some,"None found,add some",PG-13 - Teens 13 or older,Finished Airing,Production Reed,"8,288"
5204,Hanyou no Yashahime: Sengoku Otogizoushi,TV,半妖の夜叉姫 -戦国御伽草子-,"Oct 3, 2020 to Mar 20, 2021",24,24 min. per ep.,6.72,Original,"ActionAction,AdventureAdventure,ComedyComedy,FantasyFantasy,SupernaturalSupernatural","HistoricalHistorical,MythologyMythology,Time TravelTime Travel",VIZ Media,"Shogakukan,Yomiuri TV Enterprise",PG-13 - Teens 13 or older,Finished Airing,Sunrise,"108,182"
5205,Hiiro no Kakera: Totsugeki! Tonari no Ikemenzu,OVA,緋色の欠片 突撃! 隣のイケメンズ,28-Mar-13,1,11 min.,6.72,Visual novel,"ComedyComedy,FantasyFantasy",None,add some,"Bandai Visual,Lantis",PG-13 - Teens 13 or older,Finished Airing,Studio Deen,"7,837"
5206,Hoshizora e Kakaru Hashi,TV,星空へ架かる橋,"Apr 11, 2011 to Jun 27, 2011",12,25 min. per ep.,6.72,Visual novel,"ComedyComedy,RomanceRomance,EcchiEcchi","HaremHarem,SchoolSchool",add some,"Dentsu,Sotsu,Marvelous,Pony Canyon,feng,PRA,Jumondo",PG-13 - Teens 13 or older,Finished Airing,Doga Kobo,"163,677"
5207,Hunch Gray,Music,勘ぐれい,1-Dec-20,1,4 min.,6.72,Original,None,MusicMusic,add some,"None found,add some",PG-13 - Teens 13 or older,Finished Airing,add some,315
5208,Inazuma Eleven Go Specials,Special,イナズマイレブンGO特別編,"Dec 8, 2011 to Dec 23, 2011",2,23 min. per ep.,6.72,Unknown,SportsSports,"Super PowerSuper Power,Team SportsTeam Sports",add some,"None found,add some",G - All Ages,Finished Airing,OLM,"5,906"
5209,Introduction,Music,イントロダクション,30-Nov-21,1,3 min.,6.72,Original,None,MusicMusic,add some,"None found,add some",G - All Ages,Finished Airing,Scooter Films,291
5210,Kabukichou Sherlock OVA,OVA,歌舞伎町シャーロック,26-Aug-20,6,4 min. per ep.,6.72,Original,"ComedyComedy,DramaDrama,MysteryMystery",None,add some,"None found,add some",PG-13 - Teens 13 or older,Finished Airing,Production I.G,"5,996"
5211,"Kono Naka ni Hitori, Imouto ga Iru!: Ani, Imouto, Koibito",OVA,この中に1人、妹がいる！兄、妹、恋人,27-Mar-13,1,24 min.,6.72,Light novel,"ComedyComedy,RomanceRomance,EcchiEcchi","HaremHarem,SchoolSchool",Sentai Filmworks,"Lantis,TBS,DAX Production",R+ - Mild Nudity,Finished Airing,Studio Gokumi,"43,227"
5212,Koukyoushihen Eureka Seven Hi-Evolution 2: Anemone,Movie,ANEMONE／交響詩篇エウレカセブン ハイエボリューション,10-Nov-18,1,1 hr. 30 min.,6.72,Original,"AdventureAdventure,DramaDrama,Sci-FiSci-Fi",MechaMecha,Funimation,"Mainichi Broadcasting System,Showgate,Bandai Namco Entertainment,Hakuhodo DY Music & Pictures,Bandai Namco Arts",PG-13 - Teens 13 or older,Finished Airing,Bones,"11,266"
5213,Kunoichi Tsubaki no Mune no Uchi,TV,くノ一ツバキの胸の内,"Apr 10, 2022 to Jul 3, 2022",13,23 min. per ep.,6.72,Manga,ComedyComedy,None,add some,"Aniplex,Chugai Mining,BS11,Shogakukan,ADK Marketing Solutions",PG-13 - Teens 13 or older,Currently Airing,CloverWorks,"36,230"
5214,Mahoutsukai ni Taisetsu na Koto,TV,魔法遣いに大切なこと,"Jan 10, 2003 to Mar 28, 2003",12,24 min. per ep.,6.72,Manga,"DramaDrama,Slice of LifeSlice of Life",IyashikeiIyashikei,Sentai Filmworks,"Rondo Robe,Pioneer LDC,Daiei,TV Asahi Music",PG-13 - Teens 13 or older,Finished Airing,J.C.Staff,"24,738"
5215,Makai Senki Disgaea: Welcome to Netherworld,Special,魔界戦記ディスガイア 魔界への招待状,23-Feb-06,1,5 min.,6.72,Game,"ActionAction,ComedyComedy,FantasyFantasy",MythologyMythology,add some,"None found,add some",PG-13 - Teens 13 or older,Finished Airing,add some,"4,692"
5216,MONSTER GENERATiON,Music,アイドリッシュセブン『MONSTER GENERATiON』,23-Jul-15,1,1 min.,6.72,Game,None,"Idols (Male)Idols (Male),MusicMusic",add some,"None found,add some",G - All Ages,Finished Airing,NAZ,"2,546"
5217,Nagato Yuki-chan no Shoushitsu,TV,長門有希ちゃんの消失,"Apr 4, 2015 to Jul 18, 2015",16,24 min. per ep.,6.72,Manga,"ComedyComedy,RomanceRomance,Slice of LifeSlice of Life",SchoolSchool,Funimation,"Lantis,Kadokawa Shoten,AT-X,KlockWorx,chara-ani.com,Tokyo MX,Sankyo Planning,Docomo Anime Store,Kadokawa Media House",PG-13 - Teens 13 or older,Finished Airing,Satelight,"125,389"
5218,Ni Zai Xing Guang Shen Chu,ONA,你在星光深处,"Dec 15, 2019 to Feb 23, 2020",12,19 min. per ep.,6.72,Novel,"MysteryMystery,Sci-FiSci-Fi",None,bilibili,"None found,add some",PG-13 - Teens 13 or older,Finished Airing,Wawayu Animation,858
5219,Nishi no Yoki Majo: Astraea Testament,TV,西の善き魔女 Astraea Testament,"Apr 8, 2006 to Jul 1, 2006",13,24 min. per ep.,6.72,Light novel,"ComedyComedy,DramaDrama,FantasyFantasy,MysteryMystery,RomanceRomance",None,Maiden Japan,"Geneon Universal Entertainment,Mellow Head,Imagica,Mag Garden,Tablier Communications,On The Run",PG-13 - Teens 13 or older,Finished Airing,Hal Film Maker,"17,605"
5220,One Piece: Taose! Kaizoku Ganzack,OVA,ワンピース 倒せ！海賊ギャンザック,26-Jul-98,1,28 min.,6.72,Manga,"ActionAction,AdventureAdventure,FantasyFantasy",None,add some,"None found,add some",PG - Children,Finished Airing,Production I.G,"33,018"
5221,"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken",TV,俺がお嬢様学校に『庶民サンプル』としてゲッツされた件,"Oct 7, 2015 to Dec 23, 2015",12,23 min. per ep.,6.72,Light novel,"ComedyComedy,RomanceRomance,EcchiEcchi","HaremHarem,SchoolSchool",Funimation,"Sotsu,AT-X,Memory-Tech,Showgate,Happinet Pictures,BS Fuji,MAGES.,Contents Seed,Ichijinsha",PG-13 - Teens 13 or older,Finished Airing,SILVER LINK.,"250,573"
5222,Osomatsu-kun (1988),TV,おそ松くん,"Feb 13, 1988 to Dec 30, 1989",86,24 min. per ep.,6.72,Manga,ComedyComedy,Gag HumorGag Humor,Discotek Media,"Fuji TV,Yomiuri Advertising,Fujipacific Music",G - All Ages,Finished Airing,Pierrot,"5,609"
5223,Padak Padak,Movie,파닥파닥,25-Jul-12,1,1 hr. 18 min.,6.72,Original,DramaDrama,None,add some,eigoMANGA,PG-13 - Teens 13 or older,Finished Airing,add some,779
5224,Penguin Musume♥Heart,ONA,ペンギン娘♥はぁと,"Apr 19, 2008 to Nov 14, 2008",22,11 min. per ep.,6.72,Manga,"ComedyComedy,Slice of LifeSlice of Life,EcchiEcchi","Otaku CultureOtaku Culture,SchoolSchool",add some,"Dwango,Good Smile Company,Nippon Cultural Broadcasting",R+ - Mild Nudity,Finished Airing,Picture Magic,"16,267"
5225,Rurouni Kenshin: Review Special,Special,るろうに剣心,26-Mar-97,1,25 min.,6.72,Manga,"ActionAction,ComedyComedy",SamuraiSamurai,add some,"None found,add some",PG-13 - Teens 13 or older,Finished Airing,Gallop,"5,778"
5226,Seireitsukai no Blade Dance,TV,精霊使いの剣舞〈ブレイドダンス〉,"Jul 14, 2014 to Sep 29, 2014",12,23 min. per ep.,6.72,Light novel,"ActionAction,ComedyComedy,FantasyFantasy,RomanceRomance,SupernaturalSupernatural,EcchiEcchi","HaremHarem,SchoolSchool",Sentai Filmworks,"Genco,Media Factory,Movic,AT-X,Showgate",PG-13 - Teens 13 or older,Finished Airing,TNK,"333,729"
5227,Shinzou Ningen Casshern,TV,新造人間キャシャーン,"Oct 2, 1973 to Jun 25, 1974",35,25 min. per ep.,6.72,Original,"ActionAction,AdventureAdventure,Sci-FiSci-Fi",None,Sentai Filmworks,"None found,add some",PG-13 - Teens 13 or older,Finished Airing,Tatsunoko Production,"5,684"
5228,Soushin Shoujo Matoi,TV,装神少女まとい,"Oct 4, 2016 to Dec 20, 2016",12,24 min. per ep.,6.72,Original,SupernaturalSupernatural,None,Sentai Filmworks,"Bandai Visual,Lantis,Nihon Ad Systems,Movic,Half H.P Studio,Q-Tec,Medicos Entertainment,Infinite",PG-13 - Teens 13 or older,Finished Airing,White Fox,"24,629"
5229,Stratos 4 OVA,OVA,ストラトス・フォー OVA,"May 25, 2004 to Aug 1, 2004",2,30 min. per ep.,6.72,Original,"ComedyComedy,Sci-FiSci-Fi",MilitaryMilitary,Bandai Entertainment,Bandai Visual,PG-13 - Teens 13 or older,Finished Airing,Studio Fantasia,"3,180"
5230,Tales of Symphonia The Animation: Kaette Kita Kratos-sensei no Private Lesson,Special,帰ってきたクラトス先生のプライベートレッスン,26-Sep-08,1,4 min.,6.72,Game,ComedyComedy,SchoolSchool,add some,"None found,add some",G - All Ages,Finished Airing,ufotable,"5,619"
5231,Tantei Opera Milky Holmes: Fun Fun Party Night♪ - Ken to Janet no Okurimono,Special,探偵オペラミルキィホームズファンファンパーリーナイト♪～ケンとジャネットの贈り物～,31-Dec-16,1,23 min.,6.72,Original,"ComedyComedy,MysteryMystery",Super PowerSuper Power,add some,"None found,add some",PG-13 - Teens 13 or older,Finished Airing,J.C.Staff,"2,145"
5232,Tesagure! Bukatsumono,TV,てさぐれ！部活もの,"Oct 6, 2013 to Dec 29, 2013",12,11 min. per ep.,6.72,Original,Slice of LifeSlice of Life,"ParodyParody,SchoolSchool",add some,"VAP,Nippon Television Network,Bouncy,Just Production,JP Room",PG-13 - Teens 13 or older,Finished Airing,Yaoyorozu,"11,402"
5233,Toriko 3D: Kaimaku Gourmet Adventure!!,Movie,トリコ３Ｄ 開幕グルメアドベンチャー！！,19-Mar-11,1,40 min.,6.72,Manga,"ActionAction,AdventureAdventure,ComedyComedy,GourmetGourmet",None,add some,"None found,add some",PG-13 - Teens 13 or older,Finished Airing,Toei Animation,"6,744"
5234,Touch: Sebangou no Nai Ace,Movie,タッチ 背番号のないエース,12-Apr-86,1,1 hr. 33 min.,6.72,Unknown,"DramaDrama,RomanceRomance,SportsSports",Team SportsTeam Sports,add some,"Asatsu DK,Fuji TV,Toho",PG-13 - Teens 13 or older,Finished Airing,Group TAC,"2,214"
5235,UFO Princess Valkyrie,TV,円盤皇女ワるきゅーレ,"Jul 4, 2002 to Sep 19, 2002",12,23 min. per ep.,6.72,Manga,"ComedyComedy,Sci-FiSci-Fi,EcchiEcchi",None,ADV Films,"Media Factory,Nippon Columbia,KlockWorx,Toshiba Entertainment",R+ - Mild Nudity,Finished Airing,TNK,"18,786"
5236,Viper's Creed,TV,ヴァイパーズ・クリード,"Jan 6, 2009 to Mar 24, 2009",12,23 min. per ep.,6.72,Original,"ActionAction,Sci-FiSci-Fi",MilitaryMilitary,add some,"Sony Pictures Entertainment,Mill Creek Entertainment",PG-13 - Teens 13 or older,Finished Airing,AIC Spirits,"9,748"
5237,Yakusoku no Nanaya Matsuri,ONA,約束の七夜祭り,3-Aug-18,1,1 hr. 2 min.,6.72,Original,"DramaDrama,Sci-FiSci-Fi",SamuraiSamurai,add some,XFLAG,PG-13 - Teens 13 or older,Finished Airing,Yokohama Animation Lab,"6,978"
5238,Youjo Shenki,ONA,ようじょしぇんき,"Jan 10, 2017 to Apr 3, 2017",12,2 min. per ep.,6.72,Light novel,ComedyComedy,"IsekaiIsekai,MilitaryMilitary,ParodyParody,ReincarnationReincarnation",add some,"None found,add some",G - All Ages,Finished Airing,Studio PuYUKAI,"23,082"
5239,Mahou Shoujo Lyrical Nanoha ViVid,TV,魔法少女リリカルなのはViVid,"Apr 3, 2015 to Jun 19, 2015",12,25 min. per ep.,6.72,Manga,"ActionAction,AdventureAdventure","Mahou ShoujoMahou Shoujo,Martial ArtsMartial Arts",add some,"Aniplex,Starchild Records",PG-13 - Teens 13 or older,Finished Airing,A-1 Pictures,"24,175"
5240,Miyuki,TV,みゆき,"Mar 31, 1983 to Apr 20, 1984",37,25 min. per ep.,6.71,Manga,RomanceRomance,SchoolSchool,add some,Kitty Films,PG-13 - Teens 13 or older,Finished Airing,Kitty Film Mitaka Studio,"3,627"
5241,Muhyo to Rouji no Mahouritsu Soudan Jimusho,TV,ムヒョとロージーの魔法律相談事務所,"Aug 3, 2018 to Oct 19, 2018",12,23 min. per ep.,6.71,Manga,"ActionAction,ComedyComedy,DramaDrama,MysteryMystery,SupernaturalSupernatural",None,Funimation,"Sony Pictures Entertainment,Lantis,Animax,Shueisha,JY Animation,Bandai Namco Arts,SKY PerfecTV!",PG-13 - Teens 13 or older,Finished Airing,Studio Deen,"48,179"
5242,Nagato Yuki-chan no Shoushitsu: Owarenai Natsuyasumi,OVA,長門有希ちゃんの消失 第17話「終われない夏休み」,26-Oct-15,1,24 min.,6.71,Manga,"ComedyComedy,Slice of LifeSlice of Life",None,Funimation,"None found,add some",PG-13 - Teens 13 or older,Finished Airing,Satelight,"22,502"
5243,Nijiiro Days: Houkago Special,Special,虹色デイズ 放課後スペシャル,3-Apr-16,1,13 min.,6.71,Manga,"ComedyComedy,RomanceRomance,Slice of LifeSlice of Life",SchoolSchool,add some,"None found,add some",PG-13 - Teens 13 or older,Finished Airing,Production Reed,"7,373"
5244,Ohayou! Spank,TV,おはよう！スパンク,"Mar 7, 1981 to May 29, 1982",63,25 min. per ep.,6.71,Manga,"ComedyComedy,Slice of LifeSlice of Life",None,add some,Asahi Broadcasting,G - All Ages,Finished Airing,TMS Entertainment,"2,188"
5245,Panyo Panyo Di Gi Charat,TV,ぱにょぱにょ　デ・ジ・キャラット,"Jan 5, 2002 to Apr 3, 2003",48,8 min. per ep.,6.71,Unknown,ComedyComedy,None,add some,Broccoli,G - All Ages,Finished Airing,Madhouse,"5,203"
5246,Play Dice!,Music,PLAY DICE!,28-Feb-22,1,3 min.,6.71,Original,None,"Idols (Female)Idols (Female),MusicMusic",add some,Hololive Production,PG-13 - Teens 13 or older,Finished Airing,add some,327
5247,Princess Lover!,TV,プリンセスラバー!,"Jul 6, 2009 to Sep 21, 2009",12,23 min. per ep.,6.71,Visual novel,"ComedyComedy,EcchiEcchi","HaremHarem,SchoolSchool",add some,Dream Force,R+ - Mild Nudity,Finished Airing,GoHands,"206,400"
5248,Ryoutei no Aji,Special,料亭の味,"Mar 28, 2014 to ?",Unknown,1 min.,6.71,Original,Slice of LifeSlice of Life,None,add some,Robot Communications,G - All Ages,Currently Airing,Studio Colorido,"1,969"
5249,Shingeki no Kyojin: The Final Season Specials,Special,進撃の巨人 The Final Season Specials,"Jul 7, 2021 to Aug 4, 2021",2,5 min. per ep.,6.71,Manga,ComedyComedy,ParodyParody,add some,"None found,add some",G - All Ages,Finished Airing,MAPPA,"5,819"
5250,Sword Art Online II,TV,ソードアート・オンライン II,"Jul 5, 2014 to Dec 20, 2014",24,23 min. per ep.,6.71,Light novel,"ActionAction,AdventureAdventure,FantasyFantasy,RomanceRomance","Love PolygonLove Polygon,Video GameVideo Game",Aniplex of America,"Aniplex,Genco,ASCII Media Works,Bandai Namco Games",PG-13 - Teens 13 or older,Finished Airing,A-1 Pictures,"1,777,200"
5251,Tales of Symphonia The Animation: Kratos-sensei no Private Lesson,Special,クラトス先生の プライべートレスン,8-Jun-07,1,4 min.,6.71,Game,ComedyComedy,SchoolSchool,add some,"None found,add some",G - All Ages,Finished Airing,ufotable,"8,219"
5252,To Heart 2 AD Plus,OVA,ToHeart2 adplus,"Apr 24, 2009 to Oct 7, 2009",2,30 min. per ep.,6.71,Visual novel,RomanceRomance,None,add some,Frontier Works,PG-13 - Teens 13 or older,Finished Airing,Chaos Project,"5,403"
5253,Tobidasu PriPara: Mi~nna de Mezase! Idol☆Grand Prix,Movie,とびだすプリパラ　み～んなでめざせ！アイドル☆グランプリ,24-Oct-15,1,59 min.,6.71,Game,Slice of LifeSlice of Life,"Idols (Female)Idols (Female),MusicMusic,SchoolSchool",add some,"Avex Pictures,Q-Tec",PG - Children,Finished Airing,10Gauge,"1,510"
5254,Tsukipro The Animation,TV,TSUKIPRO THE ANIMATION,"Oct 4, 2017 to Dec 27, 2017",13,23 min. per ep.,6.71,Mixed media,None,"Idols (Male)Idols (Male),MusicMusic",Sentai Filmworks,"Pierrot,Movic,Bandai Namco Entertainment,Docomo Anime Store,AZ Creative",PG-13 - Teens 13 or older,Finished Airing,PRA,"16,402"
5255,Uchuu Senkan Yamato (Movie),Movie,宇宙戦艦ヤマト,6-Aug-77,1,2 hr. 15 min.,6.71,Original,"DramaDrama,Sci-FiSci-Fi","Adult CastAdult Cast,MilitaryMilitary,SpaceSpace",add some,"None found,add some",PG-13 - Teens 13 or older,Finished Airing,add some,"4,715"
5256,Ultraman,ONA,ULTRAMAN,1-Apr-19,13,23 min. per ep.,6.71,Manga,"ActionAction,Sci-FiSci-Fi",Super PowerSuper Power,add some,"Dentsu,Tsuburaya Productions,Fields,Bandai Namco Arts,Netflix,G holdings",PG-13 - Teens 13 or older,Finished Airing,Production I.G,"23,749"
5257,Weiß Kreuz,TV,Weiß kreuz　ヴァイス　クロイツ,"Apr 9, 1998 to Oct 1, 1998",25,23 min. per ep.,6.71,Original,"ActionAction,DramaDrama",None,Media Blasters,"animate Film,Polygram Japan",PG-13 - Teens 13 or older,Finished Airing,Plum,"17,786"
5258,Ai Tenshi Densetsu Wedding Peach,TV,愛天使伝説 ウェディングピーチ,"Apr 5, 1995 to Mar 27, 1996",51,24 min. per ep.,6.71,Manga,"AdventureAdventure,ComedyComedy,RomanceRomance",None,ADV Films,"KSS,Nihon Ad Systems,Studio Jack",PG - Children,Finished Airing,OLM,"20,863"
5259,Alps no Shoujo Heidi: Heidi to Clara-hen,Movie,アルプスの少女ハイジ ハイジとクララ編,21-Aug-96,1,1 hr. 29 min.,6.71,Unknown,"DramaDrama,Slice of LifeSlice of Life",HistoricalHistorical,add some,"None found,add some",PG - Children,Finished Airing,Nippon Animation,"1,782"
5260,Arslan Senki (TV): Arsen 4-koma Gekijou,Special,アルスラーン戦記 アル戦4コマ劇場,"Jul 23, 2015 to Feb 24, 2016",8,1 min. per ep.,6.71,Manga,ComedyComedy,None,add some,"None found,add some",PG-13 - Teens 13 or older,Finished Airing,SANZIGEN,"10,540"
5261,Bannou Bunka Neko-Musume,OVA,万能文化猫娘,"Oct 21, 1992 to May 25, 1994",6,28 min. per ep.,6.71,Manga,"AdventureAdventure,ComedyComedy,Sci-FiSci-Fi",MechaMecha,ADV Films,"Starchild Records,Movic",PG-13 - Teens 13 or older,Finished Airing,Studio Fantasia,"10,852"
5262,Bastard!! Ankoku no Hakaishin,OVA,バスタード!! 暗黒の破壊神,"Aug 25, 1992 to Jun 25, 1993",6,28 min. per ep.,6.71,Manga,"ActionAction,AdventureAdventure,ComedyComedy,FantasyFantasy,EcchiEcchi",None,Geneon Entertainment USA,Shueisha,R+ - Mild Nudity,Finished Airing,AIC,"32,867"
5263,Coo: Tooi Umi kara Kita Coo,Movie,Coo 遠い海から来たクー,19-Dec-93,1,1 hr. 56 min.,6.71,Novel,"AdventureAdventure,DramaDrama,MysteryMystery,Slice of LifeSlice of Life",None,add some,"None found,add some",G - All Ages,Finished Airing,Toei Animation,"2,065"
5264,Cop Craft,TV,COP CRAFT [コップクラフト],"Jul 9, 2019 to Oct 1, 2019",12,23 min. per ep.,6.71,Light novel,"ActionAction,FantasyFantasy,Sci-FiSci-Fi","DetectiveDetective,IsekaiIsekai",Funimation,"None found,add some",R - 17+ (violence & profanity),Finished Airing,Millepensee,"106,425"
5265,Crayon Shin-chan Movie 14: Densetsu wo Yobu Odore! Amigo!,Movie,映画 クレヨンしんちゃん　伝説を呼ぶ　踊れ！アミーゴ！,15-Apr-06,1,1 hr. 30 min.,6.71,Manga,"ComedyComedy,Slice of LifeSlice of Life,EcchiEcchi",SchoolSchool,add some,TV Asahi,G - All Ages,Finished Airing,Shin-Ei Animation,"3,632"
5266,Dahufa,Movie,大护法,13-Jul-17,1,1 hr. 33 min.,6.71,Original,"ActionAction,AdventureAdventure,FantasyFantasy",None,add some,"Beijing Enlight Pictures,Horgos Coloroom Pictures Co., Ltd.",PG-13 - Teens 13 or older,Finished Airing,Nice Boat Animation,787
5267,Daisetsusan no Yuusha Kibaou,Special,大雪山の勇者 牙王,23-Sep-78,1,1 hr. 7 min.,6.71,Novel,"AdventureAdventure,DramaDrama",None,add some,"None found,add some",PG-13 - Teens 13 or older,Finished Airing,Nippon Animation,910
